session_name,session_id,session_time,metric,source_file,Time,HoloCapturerDecoder_color,HoloCapturerDecoder_geo,HoloCapturerPreparer,MediaReaderDual
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:15,17.2708401306426,17.3265722738111,13.6767526856258,13.6274946150955
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:20,14.9855135040956,14.9931219053259,16.3592693851146,14.883004938229
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:25,15.8932134985036,15.6504725195554,12.3746811457158,15.7011682994001
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:30,13.200796083437,12.945502117653,13.5735765899239,13.1731002950091
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:35,14.9379388392983,15.0641760627035,15.0044931196655,15.1097911544163
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:40,14.285479243839,14.3450508809391,13.5834044562008,13.7009661830012
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:45,15.028804886165,14.8705953358576,18.1496322393978,14.7063732862847
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:50,12.6934091084291,12.8566172192927,11.872872044551,16.9605802194539
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:55,13.805043791078,13.2428311943402,12.5388384492678,14.203894257199
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:00,13.884097635553,13.1649057548776,13.3025476250912,14.4847605833902
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:05,15.9118942503464,16.4081064001062,15.5846783343644,14.0234254778342
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:10,16.5222604901533,13.2363789816499,17.4470354045905,14.3098610221681
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:15,15.010636004037,15.2212531903256,15.8118758354662,16.2785482573617
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:20,15.206084631377,14.746948991434,14.6393130629849,15.9414498565076
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:25,13.4321855961898,13.3804251615228,13.3757327548412,15.2975846087385
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:30,14.2983799738271,15.3747236765388,16.4183662412121,14.3775305651922
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:35,16.7435161226271,16.9314235019612,16.309833861113,13.5851267134581
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:40,15.9618862081123,15.8817547770705,16.9714768873692,13.3468870203963
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:22:45,15.437529744381,15.9490189608915,14.1902839504199,15.13194536195
